inproceedings:ID,author:string[],booktitle:string,crossref:string[],editor:string[],ee:string[],key:string,number:string,pages:string,title:string,volume:int,year:int,corresponding_author,doi,keywords
159865,Sven Lorenz|Toni Bollinger|Udo Pletat,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_72,journals/lncs/BollingerLP91,,402-427,The LILOG Inference Engine.,,1991,Sven Lorenz,https://doi.org/10.1007/3-540-54594-8_72,indexing|engine|inference|lilog
159866,Geoffrey Simmons|Kai-Uwe Carstensen,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_83,journals/lncs/CarstensenS91,,632-644,Why a Hill Can't be a Valley: Representing Gestalt and Position Properties of Objects with Object Schemata.,,1991,Geoffrey Simmons,https://doi.org/10.1007/3-540-54594-8_83,representing|cant|properties|objects|object|valley|schemata|hill|gestalt|position
159867,David W. Flater|Yelena Yesha,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_13,journals/lncs/FlaterY93,,259-276,Towards Flexible Distributed Information Retrieval.,,1993,David W. Flater,https://doi.org/10.1007/3-540-57507-3_13,information|distributed|retrieval|towards|data querying|flexible
159868,Claus-Rainer Rollinger|Otthein Herzog,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_46,journals/lncs/RollingerH91,,3-13,Introducing LILOG.,,1991,Claus-Rainer Rollinger,https://doi.org/10.1007/3-540-54594-8_46,lilog|introducing
159869,Bharat K. Bhargava|Jagannathan Srinivasan|Prasun Dewan|Yin-he Jiang,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_5,journals/lncs/BhargavaJSD93,,87-103,Transition From A Relation To Object Model Implementation.,,1993,Bharat K. Bhargava,https://doi.org/10.1007/3-540-57507-3_5,model|data storage|transition|implementation|object|relation
159871,Ingo Raasch|Jochen Dörre,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_51,journals/lncs/DorreR91,,55-62,The STUF Workbench.,,1991,Ingo Raasch,https://doi.org/10.1007/3-540-54594-8_51,workbench|stuf
159872,Werner Emde,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_60,journals/lncs/Emde91,,167-179,Managing Lexical Knowledge in LEU/2.,,1991,Werner Emde,https://doi.org/10.1007/3-540-54594-8_60,lexical|leu2|managing|knowledge
159873,Olivier Ridoux,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_12,journals/lncs/Ridoux94,,209-230,"Imagining CLP(A, equiv alpha beta)",,1994,Olivier Ridoux,https://doi.org/10.1007/3-540-59155-9_12,imagining|beta|clpa|equiv|alpha
159874,Karl-Hans Bläsius,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_73,journals/lncs/Blasius91,,428-438,Knowledge Based Control of the LILOG Inference Engine: Kinds of Metaknowledge.,,1991,Karl-Hans Bläsius,https://doi.org/10.1007/3-540-54594-8_73,inference|lilog|kinds|knowledge|based|big data|control|metaknowledge|engine
159875,Kai von Luck|Thomas Pirlein,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_88,journals/lncs/LuckP91,,703-710,Constructing a Context for LEU/2.,,1991,Kai von Luck,https://doi.org/10.1007/3-540-54594-8_88,leu2|context|constructing
159876,Arif Ghafoor|P. Bruce Berra,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_20,journals/lncs/GhafoorB93,,397-411,Multimedia Database Systems.,,1993,Arif Ghafoor,https://doi.org/10.1007/3-540-57507-3_20,database|multimedia|systems|big data
159877,Jochen Dörre,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_49,journals/lncs/Dorre91,,39-50,The Language STUF.,,1991,Jochen Dörre,https://doi.org/10.1007/3-540-54594-8_49,language|stuf|indexing
159878,Gudrun Klose|Kai von Luck,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_75,journals/lncs/KloseL91,,455-463,The Background Knowledge of the LILOG System.,,1991,Gudrun Klose,https://doi.org/10.1007/3-540-54594-8_75,background|lilog|system|knowledge
159879,Antoine Rauzy,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_11,journals/lncs/Rauzy94,,193-208,Toupie: a Constraint Language for Model Checking,,1994,Antoine Rauzy,https://doi.org/10.1007/3-540-59155-9_11,model|toupie|big data|constraint|checking|language
159880,Birgit Wesche,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_62,journals/lncs/Wesche91,,200-215,An Alternative Phrase Structure Account of Symmetric Coordination.,,1991,Birgit Wesche,https://doi.org/10.1007/3-540-54594-8_62,phrase|alternative|symmetric|account|structure|data querying|coordination
159881,Roland Seiffert,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_50,journals/lncs/Seifert91,,51-54,Chart-Parsing of STUF Grammars.,,1991,Roland Seiffert,https://doi.org/10.1007/3-540-54594-8_50,chartparsing|stuf|grammars
159883,Hava T. Siegelmann|Ophir Frieder,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_15,journals/lncs/SiegelmannF93,,289-310,Document Allocation In Multiprocessor Information Retrieval Systems.,,1993,Hava T. Siegelmann,https://doi.org/10.1007/3-540-57507-3_15,systems|information|retrieval|big data|document|allocation|multiprocessor
159884,Helmar Gust,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_57,journals/lncs/Gust91,,127-142,Representing Word Meanings.,,1991,Helmar Gust,https://doi.org/10.1007/3-540-54594-8_57,representing|meanings|word|data modeling
159885,Ewald Lang,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_76,journals/lncs/Lang91,,464-481,The LILOG Ontology from a Linguistic Point of View.,,1991,Ewald Lang,https://doi.org/10.1007/3-540-54594-8_76,lilog|linguistic|point|view|ontology
159887,Alexander Bockmayr,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_2,journals/lncs/Bockmayr94,,22-38,Solving Pseudo-Boolean Constraints,,1994,Alexander Bockmayr,https://doi.org/10.1007/3-540-59155-9_2,solving|pseudoboolean|constraints
159888,Birgit Wesche|Tibor Kiss,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_63,journals/lncs/KissW91,,216-240,Verb Order and Head Movement.,,1991,Birgit Wesche,https://doi.org/10.1007/3-540-54594-8_63,movement|head|indexing|verb|order
159890,Esther König,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_54,journals/lncs/Konig91,,88-101,Gap-Handling Mechanisma In Categorial Grammars.,,1991,Esther König,https://doi.org/10.1007/3-540-54594-8_54,gaphandling|categorial|mechanisma|grammars
159891,Shirley Browne,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_19,journals/lncs/Browne93,,381-396,Communication and Synchronization Issues in Distributed Multimedia Database Systems.,,1993,Shirley Browne,https://doi.org/10.1007/3-540-57507-3_19,multimedia|distributed|communication|database|synchronization|issues|systems|data querying
159892,Nabil R. Adam|Ramesh Subramanian,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_7,journals/lncs/SubramanianA93,,127-150,Applying OOAD in the Design and Implementation of an Intelligent Geographic Information System.,,1993,Nabil R. Adam,https://doi.org/10.1007/3-540-57507-3_7,design|ooad|applying|information|geographic|implementation|intelligent|data querying|system
159893,Barbara Gängler|Ipke Wachsmuth,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_70,journals/lncs/WachsmuthG91,,380-393,Knowledge Packets and Knowledge Packet Structure.,,1991,Barbara Gängler,https://doi.org/10.1007/3-540-54594-8_70,packets|knowledge|data modeling|structure|packet
159894,Jan Wilms,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_89,journals/lncs/Wilms91,,711-718,The Text Understanding System LEU/2.,,1991,Jan Wilms,https://doi.org/10.1007/3-540-54594-8_89,understanding|text|leu2|system
159895,James Clifford,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_8,journals/lncs/Clifford93,,153-173,Indexical Databases.,,1993,James Clifford,https://doi.org/10.1007/3-540-57507-3_8,indexical|indexing|databases
159896,Jochen Dörre|Roland Seiffert,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_48,journals/lncs/DorreS91,,33-38,A Formalism for Natural Language - STUF.,,1991,Jochen Dörre,https://doi.org/10.1007/3-540-54594-8_48,data processing|formalism|stuf|language|natural
159897,Arie Segev|Rakesh Chandra,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_10,journals/lncs/SegevC93,,191-212,A Data Model for Time-Series Analysis.,,1993,Arie Segev,https://doi.org/10.1007/3-540-57507-3_10,timeseries|data|model|analysis
159898,Pascal Van Hentenryck|Vijay A. Saraswat|Yves Deville,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_15,journals/lncs/HentenryckSD94,,293-316,"Design, Implementation, and Evaluation of the Constraint Language cc(FD)",,1994,Pascal Van Hentenryck,https://doi.org/10.1007/3-540-59155-9_15,design|ccfd|evaluation|implementation|constraint|language
159900,Godehard Link|Hinrich Schütze,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_68,journals/lncs/LinkS91,,342-352,The Treatment of Plurality in L-LILOG.,,1991,Godehard Link,https://doi.org/10.1007/3-540-54594-8_68,treatment|llilog|plurality
159901,Frédéric Benhamou,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_1,journals/lncs/Benhamou94,,1-21,Interval Constraint Logic Programming,,1994,Frédéric Benhamou,https://doi.org/10.1007/3-540-59155-9_1,programming|logic|interval|constraint
159902,Claudia Maienborn,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_82,journals/lncs/Maienborn91,,621-631,Verbs of Motion and Position: On the Optionality of the Local Argument.,,1991,Claudia Maienborn,https://doi.org/10.1007/3-540-54594-8_82,local|data processing|motion|verbs|optionality|argument|position
159903,Michel Rueher,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_13,journals/lncs/Rueher94,,231-250,An Architecture for Cooperating Constraint Solvers on Reals,,1994,Michel Rueher,https://doi.org/10.1007/3-540-59155-9_13,architecture|solvers|constraint|cooperating|reals
159904,Petra Ludewig,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_59,journals/lncs/Ludewig91,,153-166,Incremental Vocabulary Extensions in Text Understanding Systems.,,1991,Petra Ludewig,https://doi.org/10.1007/3-540-54594-8_59,understanding|extensions|text|vocabulary|incremental|systems
159905,Tibor Kiss,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_61,journals/lncs/Kiss91,,183-199,The Grammars of LILOG.,,1991,Tibor Kiss,https://doi.org/10.1007/3-540-54594-8_61,lilog|indexing|grammars
159907,Manfred Börkel|Peter Gerstl,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_77,journals/lncs/BorkelG91,,482-489,A Knowledge Engineering Environment for LILOG.,,1991,Manfred Börkel,https://doi.org/10.1007/3-540-54594-8_77,environment|data storage|lilog|engineering|knowledge
159908,Ramez Elmasri|Vram Kouramajian,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_9,journals/lncs/ElmasriK93,,175-190,A Temporal Query Language For A Conceptual Model.,,1993,Ramez Elmasri,https://doi.org/10.1007/3-540-57507-3_9,model|query|temporal|conceptual|language
159910,Andreas Arning,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_90,journals/lncs/Arning91,,719-733,The Trace of Building a Large AI System.,,1991,Andreas Arning,https://doi.org/10.1007/3-540-54594-8_90,building|ai|trace|system|large
159912,Roland Seiffert,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_52,journals/lncs/Seifert91a,,63-73,Unification-ID/LP Grammars: Formalization and Parsing.,,1991,Roland Seiffert,https://doi.org/10.1007/3-540-54594-8_52,formalization|unificationidlp|parsing|grammars
159913,Haiyan Ye|Kokou Yétongnon|Markus Tresch|Martin Andersson|Stefano Spaccapietra|Yann Dupont,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_18,journals/lncs/AnderssonDSYTY93,,359-380,FEMUS: A Federated Multilingual Database System.,,1993,Haiyan Ye,https://doi.org/10.1007/3-540-57507-3_18,federated|multilingual|database|femus|system
159914,Bernhard Nebel|Gert Smolka,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_74,journals/lncs/NebelS91,,439-452,Attribute Description Formalisms ... and the Rest of the World.,,1991,Bernhard Nebel,https://doi.org/10.1007/3-540-54594-8_74,world|data storage|rest|formalisms|attribute|description
159916,François Fages,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_5,journals/lncs/Fages94,,68-89,Constructive Negation by Pruning and Optimizing Higher-Order Predicates for CLP and CC Languages,,1994,François Fages,https://doi.org/10.1007/3-540-59155-9_5,clp|constructive|languages|higherorder|predicates|cc|negation|optimizing|pruning
159917,H. V. Jagadish|Narain H. Gehani|Oded Shmueli,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_1,journals/lncs/GehaniJS93,,3-15,COMPOSE: A System For Composite Specification And Detection.,,1993,H. V. Jagadish,https://doi.org/10.1007/3-540-57507-3_1,composite|data management|compose|detection|specification|system
159919,Stanley Y. W. Su|Yuh-Ming Shyy,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_6,journals/lncs/SuS93,,105-125,An Object-Oriented Knowledge Model for KBMS-supported Evolutioinary Prototyping of Software Systems.,,1993,Stanley Y. W. Su,https://doi.org/10.1007/3-540-57507-3_6,model|software|objectoriented|kbmssupported|knowledge|evolutioinary|systems|prototyping
159920,Hans-Joachim Novak|Zuzana Krifka Dobes,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_86,journals/lncs/DobesN91,,670-684,from Knowledge Structures to Text Structures.,,1991,Hans-Joachim Novak,https://doi.org/10.1007/3-540-54594-8_86,text|structures|indexing|knowledge
159922,Dieter Fensel|Dieter Landes|Jürgen Angele|Rudi Studer|Susanne Neubert,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_78,journals/lncs/AngeleFLNS91,,490-500,Knowledge Engineering in the Context of Related Fields of Research.,,1991,Dieter Fensel,https://doi.org/10.1007/3-540-54594-8_78,data storage|engineering|research|knowledge|fields|related|context
159924,Bart Geurts|Rob A. van der Sandt,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_65,journals/lncs/SandtG91,,259-296,"Presupposition, Anaphora, and Lexical Content.",,1991,Bart Geurts,https://doi.org/10.1007/3-540-54594-8_65,lexical|content|indexing|presupposition|anaphora
159925,Giuseppe Nardiello|Philippe Codognet,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_3,journals/lncs/CodognetN94,,39-61,Enhancing the Constraint-Solving Power of CLP(FD) by Means of Path-Consistency Methods,,1994,Giuseppe Nardiello,https://doi.org/10.1007/3-540-59155-9_3,data processing|constraintsolving|pathconsistency|power|clpfd|methods|enhancing|means
159927,Udo Pletat,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_69,journals/lncs/Pletat91,,357-379,The Knowledge Representation Language L-LILOG.,,1991,Udo Pletat,https://doi.org/10.1007/3-540-54594-8_69,representation|language|llilog|knowledge
159928,Rolf Mayer,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_66,journals/lncs/Mayer91,,297-312,Anaphora and Domain Restriction.,,1991,Rolf Mayer,https://doi.org/10.1007/3-540-54594-8_66,domain|anaphora|restriction
159930,Peter H. Schmitt,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_71,journals/lncs/Schmitt91,,394-401,Deductive Aspects of Three-Valued Logic.,,1991,Peter H. Schmitt,https://doi.org/10.1007/3-540-54594-8_71,deductive|logic|threevalued|aspects
159931,Simone Pribbenow,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_81,journals/lncs/Pribbenow91,,609-620,Phenomena of Localization.,,1991,Simone Pribbenow,https://doi.org/10.1007/3-540-54594-8_81,localization|phenomena|data management
159932,Jean-Louis Imbert,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_7,journals/lncs/Imbert94,,108-127,Linear Constraint Solving in CLP-Languages,,1994,Jean-Louis Imbert,https://doi.org/10.1007/3-540-59155-9_7,solving|big data|constraint|clplanguages|linear
159933,Kurt Eberle,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_67,journals/lncs/Eberle91,,313-341,On Representing the Temporal Structure of Texts.,,1991,Kurt Eberle,https://doi.org/10.1007/3-540-54594-8_67,representing|data processing|temporal|texts|structure
159934,Siegfried Kanngießer,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_55,journals/lncs/Kanngiesser91,,105-111,Outlines of LEU/2 Lexicology.,,1991,Siegfried Kanngießer,https://doi.org/10.1007/3-540-54594-8_55,lexicology|leu2|outlines
159937,Francesca Rossi|Ugo Montanari,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_10,journals/lncs/MontanariR94,,171-192,Concurrency and Concurrent Constraint Programming,,1994,Francesca Rossi,https://doi.org/10.1007/3-540-59155-9_10,concurrency|concurrent|programming|constraint
159938,Baudouin Le Charlier,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_9,journals/lncs/Charlier94,,147-170,Abstract Interpretation and Finite Domain Symbolic Constraints,,1994,Baudouin Le Charlier,https://doi.org/10.1007/3-540-59155-9_9,finite|abstract|indexing|interpretation|domain|symbolic|constraints
159939,Hélène Kirchner,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_8,journals/lncs/Kirchner94,,128-146,On the Use of Constraints in Automated Deduction,,1994,Hélène Kirchner,https://doi.org/10.1007/3-540-59155-9_8,automated|deduction|use|constraints
159940,Hubert Comon,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_4,journals/lncs/Comon94,,62-67,Constraints in Term Algebras: An Overview of Constraint Solving Techniques,,1994,Hubert Comon,https://doi.org/10.1007/3-540-59155-9_4,solving|term|techniques|constraint|overview|constraints|algebras|data querying
159942,Jean-Claude Franchitti|Roger King,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_16,journals/lncs/FranchittiK93,,313-336,"Amalgame: A Tool for Creating Interoperating, Persistent, Heterogeneous Components.",,1993,Jean-Claude Franchitti,https://doi.org/10.1007/3-540-57507-3_16,tool|interoperating|components|creating|persistent|amalgame|heterogeneous
159943,Helmut Schnelle|Peter C. Lockemann|Wilfried Brauer,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_47,journals/lncs/BrauerLS91,,14-28,Text Understanding - The Challenges to Come.,,1991,Helmut Schnelle,https://doi.org/10.1007/3-540-54594-8_47,understanding|text|come|challenges
159944,Hans-Joachim Novak,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_85,journals/lncs/Novak91,,659-669,Integrating a Generation Component into a Natural Language Understanding System.,,1991,Hans-Joachim Novak,https://doi.org/10.1007/3-540-54594-8_85,understanding|generation|integrating|component|language|natural|system
159945,Gert Smolka,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_14,journals/lncs/Smolka94,,251-292,The Definition of Kernel Oz,,1994,Gert Smolka,https://doi.org/10.1007/3-540-59155-9_14,kernel|definition|oz
159946,Gregor Erbach,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_53,journals/lncs/Erbach91,,74-87,A Flexible Parser for a Linguistic Development Environment.,,1991,Gregor Erbach,https://doi.org/10.1007/3-540-54594-8_53,environment|parser|linguistic|development|flexible
159947,Kumar V. Vadaparty|Shamim A. Naqvi,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_3,journals/lncs/VadapartyN93,,45-63,The Decomposition Property of Non-Deterministic Databases.,,1993,Kumar V. Vadaparty,https://doi.org/10.1007/3-540-57507-3_3,property|nondeterministic|decomposition|databases
159948,Birgit Wendholt,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_87,journals/lncs/Wendholt91,,685-700,The Formulator.,,1991,Birgit Wendholt,https://doi.org/10.1007/3-540-54594-8_87,data modeling|formulator
159949,Elisa Bertino|Pierangela Samarati|Sushil Jajodia,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_2,journals/lncs/BertinoJS93,,17-44,Access Control in Object-Oriented Database Systems - Some Approaches and Issues.,,1993,Elisa Bertino,https://doi.org/10.1007/3-540-57507-3_2,data processing|approaches|objectoriented|database|control|issues|access|systems
159950,Christopher Habel,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_80,journals/lncs/Habel91,,598-608,Processing of Spatial Expressions in LILOG.,,1991,Christopher Habel,https://doi.org/10.1007/3-540-54594-8_80,lilog|processing|big data|expressions|spatial
159953,Anne Schiller|Petra Steffens,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_56,journals/lncs/SchillerS91,,112-126,Morphological Processing in the Two-Level Paradigm.,,1991,Anne Schiller,https://doi.org/10.1007/3-540-54594-8_56,twolevel|data storage|processing|paradigm|morphological
159954,Raj Tewari,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_14,journals/lncs/Tewari93,,277-287,Efficient Parallel Recovery in Replicated Databases.,,1993,Raj Tewari,https://doi.org/10.1007/3-540-57507-3_14,parallel|replicated|recovery|databases|efficient
159955,Larry J. Peterson|Phillip C.-Y. Sheu,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_4,journals/lncs/SheuP93,,65-85,The Architecture of an Object Base Environment for Simulation.,,1993,Larry J. Peterson,https://doi.org/10.1007/3-540-57507-3_4,environment|architecture|simulation|big data|base|object
159956,Shashi K. Gadia|Vimal Chopra,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_11,journals/lncs/GadiaC93,,213-225,A Relational Model and SQL-like Query Language for Spatial Databases.,,1993,Shashi K. Gadia,https://doi.org/10.1007/3-540-57507-3_11,sqllike|model|query|databases|spatial|relational|language
159958,Mohammed Nadjib Khenkhar,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_84,journals/lncs/Khenkhar91,,645-656,Object-Oriented Representation of Depictions on the Basis of Cell Matrices.,,1991,Mohammed Nadjib Khenkhar,https://doi.org/10.1007/3-540-54594-8_84,representation|cell|depictions|matrices|basis|objectoriented
159959,Joel L. Wolf|John Turek|Ming-Syan Chen|Philip S. Yu,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_12,journals/lncs/YuCWT93,,229-258,Parallel Query Processing.,,1993,Joel L. Wolf,https://doi.org/10.1007/3-540-57507-3_12,query|parallel|processing
159960,Thom W. Frühwirth,Constraint Programming,journals/lncs/1994-910,,https://doi.org/10.1007/3-540-59155-9_6,journals/lncs/Fruhwirth94,,90-107,Constraint Handling Rules,,1994,Thom W. Frühwirth,https://doi.org/10.1007/3-540-59155-9_6,rules|handling|constraint
159961,Mechthild Rickheit,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_58,journals/lncs/Rickheit91,,143-152,Sortal Information in Lexical Concepts.,,1991,Mechthild Rickheit,https://doi.org/10.1007/3-540-54594-8_58,sortal|lexical|information|concepts
159962,Amit P. Sheth|George Karabatis|Marek Rusinkiewicz,Advanced Database Systems,journals/lncs/1993-759,,https://doi.org/10.1007/3-540-57507-3_17,journals/lncs/KarabatisRS93,,337-358,Correctness and Enforcement of Multidatabase Interdependencies.,,1993,Amit P. Sheth,https://doi.org/10.1007/3-540-57507-3_17,multidatabase|correctness|interdependencies|enforcement
159963,Albert Maier|Bernd Walter|Erich Gehlen|Michael Ley|Stefan Benzschawel|Thomas Ludwig 0001,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_79,journals/lncs/BenzschawelGLLMW91,,501-594,LILOG-DB: Database Support for Knowledge Based Systems.,,1991,Albert Maier,https://doi.org/10.1007/3-540-54594-8_79,lilogdb|knowledge|database|support|based|systems
159964,Peter Bosch,Text Understanding in LILOG,journals/lncs/1991-546,,https://doi.org/10.1007/3-540-54594-8_64,journals/lncs/Bosch91,,243-258,"The Bermuda Triangle: Natural Language Semantics Between Linguistics, Knowledge Representation, and Knowledge Processing.",,1991,Peter Bosch,https://doi.org/10.1007/3-540-54594-8_64,representation|data processing|linguistics|processing|knowledge|semantics|bermuda|language|natural|triangle
225054,Ernest Mwebaze|John A. Quinn,NIPS Causality: Objectives and Assessment,conf/nips/2008coa,,http://proceedings.mlr.press/v6/mwebaze10a.html,journals/jmlr/MwebazeQ10,,203-214,Fast Committee-Based Structure Learning.,,2010,Ernest Mwebaze,,learning|structure|committeebased|fast
225055,Hyokun Yun|S. V. N. Vishwanathan,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/yun12.html,journals/jmlr/YunV12,,1389-1397,Quilting Stochastic Kronecker Product Graphs to Generate Multiplicative Attribute Graphs.,,2012,Hyokun Yun,,data storage|generate|attribute|kronecker|graphs|multiplicative|stochastic|product|quilting
225061,Aarti Singh|Alessandro Rinaldo|James Sharpnack,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/sharpnack12.html,journals/jmlr/SharpnackSR12,,1028-1036,Sparsistency of the Edge Lasso over Graphs.,,2012,Aarti Singh,,graphs|sparsistency|lasso|edge
225067,Christian Barillot|Daniel García-Lorenzo|Florence Forbes|Michel Dojat|Senan Doyle,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/forbes10a.html,journals/jmlr/ForbesDGBD10,,225-232,A Weighted Multi-Sequence Markov Model For Brain Lesion Segmentation.,,2010,Christian Barillot,,lesion|model|weighted|data management|segmentation|markov|brain|multisequence
225071,Aaron C. Courville|James Bergstra|Yoshua Bengio,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/courville11a/courville11a.pdf,journals/jmlr/CourvilleBB11,,233-241,A Spike and Slab Restricted Boltzmann Machine.,,2011,Aaron C. Courville,,restricted|machine|spike|slab|boltzmann
